MAid261_C480L	XX	0	C480L	L001	/mnt/home1/reid/ajr236/projects/hansong/GBP0001/processing/NVS024/fastqs/MAid261_C480L_S29_L001_R1_001.fastq.gz	/mnt/home1/reid/ajr236/projects/hansong/GBP0001/processing/NVS024/fastqs/MAid261_C480L_S29_L001_R2_001.fastq.gz
MAid261_C520	XX	0	C520	L001	/mnt/home1/reid/ajr236/projects/hansong/GBP0001/processing/NVS024/fastqs/MAid261_C520_S13_L001_R1_001.fastq.gz	/mnt/home1/reid/ajr236/projects/hansong/GBP0001/processing/NVS024/fastqs/MAid261_C520_S13_L001_R2_001.fastq.gz
MAid261_C541L	XX	0	C541L	L001	/mnt/home1/reid/ajr236/projects/hansong/GBP0001/processing/NVS024/fastqs/MAid261_C541L_S30_L001_R1_001.fastq.gz	/mnt/home1/reid/ajr236/projects/hansong/GBP0001/processing/NVS024/fastqs/MAid261_C541L_S30_L001_R2_001.fastq.gz
MAid261_C595	XX	0	C595	L001	/mnt/home1/reid/ajr236/projects/hansong/GBP0001/processing/NVS024/fastqs/MAid261_C595_S14_L001_R1_001.fastq.gz	/mnt/home1/reid/ajr236/projects/hansong/GBP0001/processing/NVS024/fastqs/MAid261_C595_S14_L001_R2_001.fastq.gz
MAid261_C601	XX	0	C601	L001	/mnt/home1/reid/ajr236/projects/hansong/GBP0001/processing/NVS024/fastqs/MAid261_C601_S15_L001_R1_001.fastq.gz	/mnt/home1/reid/ajr236/projects/hansong/GBP0001/processing/NVS024/fastqs/MAid261_C601_S15_L001_R2_001.fastq.gz
MAid261_C623	XX	0	C623	L001	/mnt/home1/reid/ajr236/projects/hansong/GBP0001/processing/NVS024/fastqs/MAid261_C623_S16_L001_R1_001.fastq.gz	/mnt/home1/reid/ajr236/projects/hansong/GBP0001/processing/NVS024/fastqs/MAid261_C623_S16_L001_R2_001.fastq.gz
MAid261_C739L	XX	0	C739L	L001	/mnt/home1/reid/ajr236/projects/hansong/GBP0001/processing/NVS024/fastqs/MAid261_C739L_S31_L001_R1_001.fastq.gz	/mnt/home1/reid/ajr236/projects/hansong/GBP0001/processing/NVS024/fastqs/MAid261_C739L_S31_L001_R2_001.fastq.gz
MAid261_C740L	XX	0	C740L	L001	/mnt/home1/reid/ajr236/projects/hansong/GBP0001/processing/NVS024/fastqs/MAid261_C740L_S32_L001_R1_001.fastq.gz	/mnt/home1/reid/ajr236/projects/hansong/GBP0001/processing/NVS024/fastqs/MAid261_C740L_S32_L001_R2_001.fastq.gz
MAid261_C806L	XX	0	C806L	L001	/mnt/home1/reid/ajr236/projects/hansong/GBP0001/processing/NVS024/fastqs/MAid261_C806L_S7_L001_R1_001.fastq.gz	/mnt/home1/reid/ajr236/projects/hansong/GBP0001/processing/NVS024/fastqs/MAid261_C806L_S7_L001_R2_001.fastq.gz
MAid261_C99L	XX	0	C99L	L001	/mnt/home1/reid/ajr236/projects/hansong/GBP0001/processing/NVS024/fastqs/MAid261_C99L_S25_L001_R1_001.fastq.gz	/mnt/home1/reid/ajr236/projects/hansong/GBP0001/processing/NVS024/fastqs/MAid261_C99L_S25_L001_R2_001.fastq.gz
MAid261_Cctrl	XX	0	Cctrl	L001	/mnt/home1/reid/ajr236/projects/hansong/GBP0001/processing/NVS024/fastqs/MAid261_Cctrl_S1_L001_R1_001.fastq.gz	/mnt/home1/reid/ajr236/projects/hansong/GBP0001/processing/NVS024/fastqs/MAid261_Cctrl_S1_L001_R2_001.fastq.gz
MAid261_D1059L	XX	0	D1059L	L001	/mnt/home1/reid/ajr236/projects/hansong/GBP0001/processing/NVS024/fastqs/MAid261_D1059L_S11_L001_R1_001.fastq.gz	/mnt/home1/reid/ajr236/projects/hansong/GBP0001/processing/NVS024/fastqs/MAid261_D1059L_S11_L001_R2_001.fastq.gz
MAid261_D1246L	XX	0	D1246L	L001	/mnt/home1/reid/ajr236/projects/hansong/GBP0001/processing/NVS024/fastqs/MAid261_D1246L_S34_L001_R1_001.fastq.gz	/mnt/home1/reid/ajr236/projects/hansong/GBP0001/processing/NVS024/fastqs/MAid261_D1246L_S34_L001_R2_001.fastq.gz
MAid261_D238L	XX	0	D238L	L001	/mnt/home1/reid/ajr236/projects/hansong/GBP0001/processing/NVS024/fastqs/MAid261_D238L_S8_L001_R1_001.fastq.gz	/mnt/home1/reid/ajr236/projects/hansong/GBP0001/processing/NVS024/fastqs/MAid261_D238L_S8_L001_R2_001.fastq.gz
MAid261_D445L	XX	0	D445L	L001	/mnt/home1/reid/ajr236/projects/hansong/GBP0001/processing/NVS024/fastqs/MAid261_D445L_S33_L001_R1_001.fastq.gz	/mnt/home1/reid/ajr236/projects/hansong/GBP0001/processing/NVS024/fastqs/MAid261_D445L_S33_L001_R2_001.fastq.gz
MAid261_D847L	XX	0	D847L	L001	/mnt/home1/reid/ajr236/projects/hansong/GBP0001/processing/NVS024/fastqs/MAid261_D847L_S9_L001_R1_001.fastq.gz	/mnt/home1/reid/ajr236/projects/hansong/GBP0001/processing/NVS024/fastqs/MAid261_D847L_S9_L001_R2_001.fastq.gz
MAid261_D868L	XX	0	D868L	L001	/mnt/home1/reid/ajr236/projects/hansong/GBP0001/processing/NVS024/fastqs/MAid261_D868L_S35_L001_R1_001.fastq.gz	/mnt/home1/reid/ajr236/projects/hansong/GBP0001/processing/NVS024/fastqs/MAid261_D868L_S35_L001_R2_001.fastq.gz
MAid261_D971L	XX	0	D971L	L001	/mnt/home1/reid/ajr236/projects/hansong/GBP0001/processing/NVS024/fastqs/MAid261_D971L_S10_L001_R1_001.fastq.gz	/mnt/home1/reid/ajr236/projects/hansong/GBP0001/processing/NVS024/fastqs/MAid261_D971L_S10_L001_R2_001.fastq.gz
MAid261_Dctrl	XX	0	Dctrl	L001	/mnt/home1/reid/ajr236/projects/hansong/GBP0001/processing/NVS024/fastqs/MAid261_Dctrl_S20_L001_R1_001.fastq.gz	/mnt/home1/reid/ajr236/projects/hansong/GBP0001/processing/NVS024/fastqs/MAid261_Dctrl_S20_L001_R2_001.fastq.gz
